0,1,2
-29.06896637420513,22.10161316590898,-5.145798279772156
-16.77336895185301,18.72310341549172,23.57139185032894
22.11233784906245,43.19489144554847,-2.4466625998461717
-27.00970868438825,19.582145564895946,-5.6435918889885155
23.235200949588876,41.24771168515558,-2.573558744416683
-26.51117440545412,18.36302111996734,-7.388763628320314
-16.801731348871886,14.034583156243217,20.676163573129575
-25.2051378215816,16.14449047532588,-6.545745403309427
24.779093627931868,37.822002175411725,-3.9345076361162405
-20.885321057031174,15.943741084481658,-7.3997593519200695
-24.10574068448052,13.622035627642447,-7.794925325738723
-12.553390397095573,10.052209603514026,20.578816878102643
-14.544246567757284,8.816544975700348,18.50672705242559
-22.54983594215502,10.94267997657377,-8.05291907220995
-1.8846336360149332,10.32127479485958,23.59548208517069
-10.659286442920648,6.64872756525114,19.656828739004283
-12.27389666579121,5.371125207187701,18.32782374809607
-9.991187555201728,4.7984315369922115,19.428696296185628
-2.875240403236109,5.320001532585752,24.897040413831434
-20.438108706459335,5.590554204386243,-9.616899109611401
-20.08987727201011,4.514198127406954,-9.214616471414724
-19.747196526202007,4.424989097319597,-11.460839542685797
-19.42222465973788,3.037040188273193,-10.77340008763102
-19.15055898437339,2.292220941334147,-11.140229325720345
1.5449416758222603,0.6825344988505478,23.898238460955227
-17.7286227021966,0.16678792906837553,-10.252697801466981
1.519273449316891,-1.3329577552060359,23.13217027308346
-14.398728041856872,-0.21084961526049517,-11.79611229311052
-16.923326273675652,-2.165535784334299,-12.366857891059544
32.83033194250151,18.720481597127655,-7.972347563080869
-16.907145733251248,-4.063125451372728,-12.961089584021929
33.710913065318934,16.601104985666776,-7.079397393429603
34.549298295224126,17.758803408633867,-12.063435053472565
4.575038718449908,-7.3658825058007045,21.341269795583848
-5.339075688918615,-10.423812830199507,13.676112440527268
7.852059281965122,-8.180004655898387,20.744388987229
-9.358216704984194,-7.556091092690046,-14.004530594794856
5.074130744384396,-11.243694305851948,20.148828097777326
33.6267704526241,11.962296504277731,-16.85380062348523
-3.24666095938017,-14.79360942408186,12.395802100633277
-11.88571380285726,-12.21196783485094,-16.17085507178413
33.219500482035194,8.97398623803879,-18.572412544822868
11.251275505495203,-14.144000379680978,19.422159157307295
-10.056558205267962,-15.584188511963236,-14.333556339640348
39.592343535339324,6.240167526402936,-12.54841198241224
38.96030026088851,6.080840508095924,-16.206419834374337
28.659905809553447,-9.399801159705628,12.354415651201272
-5.402660688826544,-17.5978151730867,-16.34554290131389
-8.700114518785394,-19.624452604663066,-17.428056422493388
-7.0148610007605905,-20.73505646093759,-15.43451741911496
25.151703870323086,-16.393975645723913,15.746700129875894
-6.372131240785809,-22.505424792399925,-16.16637934254728
13.101522988410798,-23.73846340221218,16.731204137440656
26.274051675746705,-18.348233122029615,12.460512574271204
18.538557292803702,-23.239250342595735,14.50200818389798
-1.6924863765204925,-24.2945422637274,-18.60700526847071
5.7130511582539665,-29.35523422190059,9.591869741175287
6.137843086750162,-30.226925960411137,9.173587792345378
-5.396052877073978,-28.794632088964345,-19.24922197685702
-4.308556932847153,-29.565138018825994,-19.224104693977612
45.2622991170188,-7.001674459245181,-19.789269096146764
